IL,XL,K,X,Y,Z
70,480,0,457605.669,7323599.426,2557.522
70,480,1,457607.005,7323597.575,2570.012
70,480,2,457608.293,7323595.791,2582.051
70,480,3,457609.161,7323594.591,2590.107
70,480,4,457609.726,7323593.810,2595.330
70,480,5,457610.216,7323593.135,2599.862
70,480,6,457610.717,7323592.441,2604.539
70,480,7,457611.231,7323591.728,2609.360
70,480,8,457611.624,7323591.185,2613.018
70,480,9,457612.602,7323589.830,2622.150
70,480,10,457613.786,7323588.189,2633.227
70,480,11,457614.198,7323587.617,2637.087
70,480,12,457614.867,7323586.691,2643.315
70,480,13,457616.058,7323585.041,2654.431
70,480,14,457617.247,7323583.394,2665.539
70,480,15,457618.352,7323581.860,2675.910
70,480,16,457618.986,7323580.980,2681.858
70,480,17,457619.264,7323580.595,2684.459
70,480,18,457620.122,7323579.393,2692.788
70,480,19,457621.984,7323576.801,2710.497
70,480,20,457625.181,7323572.356,2740.702
70,480,21,457628.621,7323567.572,2773.245
60,480,0,457565.917,7323593.949,2559.296
60,480,1,457565.432,7323594.265,2571.933
60,480,2,457564.962,7323594.573,2584.102
60,480,3,457564.657,7323594.768,2592.237
60,480,4,457564.467,7323594.886,2597.536
60,480,5,457564.303,7323594.986,2602.154
60,480,6,457564.126,7323595.099,2606.922
60,480,7,457563.936,7323595.223,2611.839
60,480,8,457563.794,7323595.315,2615.572
60,480,9,457563.434,7323595.551,2624.884
60,480,10,457562.987,7323595.851,2636.175
60,480,11,457562.830,7323595.957,2640.110
60,480,12,457562.586,7323596.117,2646.456
60,480,13,457562.142,7323596.412,2657.785
60,480,14,457561.695,7323596.711,2669.116
60,480,15,457561.264,7323597.005,2679.714
60,480,16,457561.016,7323597.176,2685.789
60,480,17,457560.914,7323597.242,2688.447
60,480,18,457560.515,7323597.536,2697.232
60,480,19,457559.735,7323598.086,2715.637
60,480,20,457558.451,7323598.974,2746.740
60,480,21,457557.087,7323599.909,2780.103
60,470,0,457538.473,7323504.841,2557.596
60,470,1,457537.256,7323506.176,2569.790
60,470,2,457536.080,7323507.468,2581.507
60,470,3,457535.290,7323508.335,2589.424
60,470,4,457534.771,7323508.905,2594.708
60,470,5,457534.317,7323509.405,2599.365
60,470,6,457533.845,7323509.923,2604.116
60,470,7,457533.357,7323510.459,2608.963
60,470,8,457532.985,7323510.867,2612.668
60,470,9,457532.059,7323511.883,2621.858
60,470,10,457530.937,7323513.115,2632.910
60,470,11,457530.545,7323513.546,2636.764
60,470,12,457529.914,7323514.239,2643.050
60,470,13,457528.789,7323515.474,2654.197
60,470,14,457527.665,7323516.709,2665.339
60,470,15,457526.611,7323517.866,2675.692
60,470,16,457526.008,7323518.528,2681.604
60,470,17,457525.745,7323518.817,2684.262
60,470,18,457524.818,7323519.833,2693.066
60,470,19,457522.924,7323521.911,2711.410
60,470,20,457519.759,7323525.383,2742.208
60,470,21,457516.374,7323529.095,2775.161
50,460,0,457453.510,7323591.512,2565.151
50,460,1,457448.906,7323597.191,2578.279
50,460,2,457444.452,7323602.685,2590.980
50,460,3,457441.452,7323606.385,2599.534
50,460,4,457439.466,7323608.833,2605.193
50,460,5,457437.720,7323610.984,2610.164
50,460,6,457435.916,7323613.209,2615.304
50,460,7,457434.052,7323615.506,2620.613
50,460,8,457432.630,7323617.259,2624.665
50,460,9,457429.098,7323621.614,2634.728
50,460,10,457424.829,7323626.877,2646.891
50,460,11,457423.338,7323628.716,2651.140
50,460,12,457420.935,7323631.679,2657.986
50,460,13,457416.669,7323636.940,2670.144
50,460,14,457412.426,7323642.172,2682.234
50,460,15,457408.475,7323647.046,2693.498
50,460,16,457406.220,7323649.828,2699.927
50,460,17,457405.231,7323651.048,2702.746
50,460,18,457401.747,7323655.343,2712.671
50,460,19,457394.675,7323664.066,2732.830
50,460,20,457382.921,7323678.565,2766.349
50,460,21,457370.337,7323694.088,2802.239
60,460,0,457497.411,7323503.591,2556.423
60,460,1,457494.912,7323506.332,2568.760
60,460,2,457492.500,7323508.980,2580.650
60,460,3,457490.870,7323510.767,2588.685
60,460,4,457489.785,7323511.957,2594.049
60,460,5,457488.830,7323513.004,2598.780
60,460,6,457487.846,7323514.083,2603.636
60,460,7,457486.836,7323515.192,2608.616
60,460,8,457486.063,7323516.040,2612.426
60,460,9,457484.147,7323518.142,2621.866
60,460,10,457481.839,7323520.676,2633.224
60,460,11,457481.033,7323521.561,2637.189
60,460,12,457479.727,7323522.994,2643.636
60,460,13,457477.411,7323525.536,2655.062
60,460,14,457475.104,7323528.066,2666.458
60,460,15,457472.960,7323530.420,2677.050
60,460,16,457471.736,7323531.762,2683.093
60,460,17,457471.193,7323532.357,2685.793
60,460,18,457469.312,7323534.424,2695.036
60,460,19,457465.469,7323538.642,2714.008
60,460,20,457459.069,7323545.665,2745.640
60,460,21,457452.211,7323553.190,2779.526
