IL,XL,K,X,Y,Z
350,660,0,460283.321,7322877.981,2635.877
350,660,1,460283.923,7322872.689,2650.632
350,660,2,460284.499,7322867.725,2664.465
350,660,3,460284.897,7322864.386,2673.756
350,660,4,460285.134,7322862.374,2679.357
350,660,5,460285.287,7322861.090,2682.932
350,660,6,460285.455,7322859.686,2686.836
350,660,7,460285.638,7322858.161,2691.071
350,660,8,460285.785,7322856.947,2694.444
350,660,9,460285.931,7322855.714,2697.871
350,660,10,460286.078,7322854.472,2701.329
350,660,11,460286.196,7322853.469,2704.116
350,660,12,460286.480,7322851.003,2710.982
350,660,13,460286.914,7322847.185,2721.622
350,660,14,460287.330,7322843.484,2731.947
350,660,15,460287.673,7322840.418,2740.506
350,660,16,460287.873,7322838.631,2745.493
350,660,17,460287.989,7322837.605,2748.354
350,660,18,460288.046,7322837.108,2749.737
350,660,19,460288.046,7322837.108,2749.737
350,660,20,460288.046,7322837.108,2749.737
350,660,21,460288.438,7322833.869,2758.741
340,670,0,460301.883,7322964.556,2623.398
340,670,1,460301.077,7322960.517,2638.018
340,670,2,460300.250,7322956.636,2652.211
340,670,3,460299.646,7322953.988,2662.004
340,670,4,460299.295,7322952.406,2667.825
340,670,5,460299.071,7322951.400,2671.525
340,670,6,460298.832,7322950.314,2675.517
340,670,7,460298.576,7322949.147,2679.801
340,670,8,460298.378,7322948.230,2683.162
340,670,9,460298.175,7322947.295,2686.589
340,670,10,460297.968,7322946.346,2690.077
340,670,11,460297.815,7322945.596,2692.800
340,670,12,460297.449,7322943.730,2699.523
340,670,13,460296.881,7322940.827,2709.984
340,670,14,460296.323,7322937.986,2720.225
340,670,15,460295.848,7322935.601,2728.843
340,670,16,460295.570,7322934.206,2733.886
340,670,17,460295.417,7322933.423,2736.707
340,670,18,460295.346,7322933.051,2738.043
340,670,19,460295.346,7322933.051,2738.043
340,670,20,460295.346,7322933.051,2738.043
340,670,21,460294.738,7322930.498,2747.563
360,660,0,460326.750,7322830.541,2634.290
360,660,1,460329.302,7322823.723,2648.698
360,660,2,460331.825,7322817.085,2662.646
360,660,3,460333.613,7322812.454,2672.323
