IL,XL,K,X,Y,Z
50,380,0,457143.248,7322988.069,2540.425
50,380,1,457139.651,7322992.747,2552.223
50,380,2,457136.144,7322997.311,2563.730
50,380,3,457133.685,7323000.514,2571.803
50,380,4,457131.981,7323002.733,2577.395
50,380,5,457130.489,7323004.675,2582.291
50,380,6,457128.954,7323006.673,2587.328
50,380,7,457127.377,7323008.728,2592.506
50,380,8,457126.138,7323010.342,2596.574
50,380,9,457123.181,7323014.188,2606.273
50,380,10,457119.702,7323018.713,2617.685
50,380,11,457118.466,7323020.323,2621.742
50,380,12,457116.387,7323023.028,2628.563
50,380,13,457112.760,7323027.747,2640.462
50,380,14,457109.138,7323032.459,2652.345
50,380,15,457105.798,7323036.803,2663.301
50,380,16,457103.906,7323039.263,2669.505
50,380,17,457103.023,7323040.412,2672.401
50,380,18,457099.854,7323044.536,2682.799
50,380,19,457093.620,7323052.649,2703.255
50,380,20,457083.704,7323065.549,2735.785
50,380,21,457073.277,7323079.114,2769.991
60,380,0,457183.251,7322897.947,2534.335
60,380,1,457180.685,7322901.217,2546.008
60,380,2,457178.186,7322904.405,2557.393
60,380,3,457176.435,7322906.639,2565.381
60,380,4,457175.222,7322908.187,2570.914
60,380,5,457174.159,7322909.543,2575.758
60,380,6,457173.067,7322910.937,2580.741
60,380,7,457171.944,7322912.370,2585.865
60,380,8,457171.062,7322913.496,2589.890
60,380,9,457168.954,7322916.183,2599.486
60,380,10,457166.473,7322919.346,2610.777
60,380,11,457165.592,7322920.470,2614.792
60,380,12,457164.110,7322922.359,2621.540
60,380,13,457161.524,7322925.656,2633.313
60,380,14,457158.941,7322928.949,2645.070
60,380,15,457156.560,7322931.985,2655.910
60,380,16,457155.211,7322933.704,2662.048
60,380,17,457154.581,7322934.507,2664.914
60,380,18,457152.323,7322937.387,2675.202
60,380,19,457147.879,7322943.054,2695.441
60,380,20,457140.809,7322952.067,2727.627
60,380,21,457133.375,7322961.545,2761.470
