IL,XL,K,X,Y,Z
110,200,0,456425.227,7321353.070,2540.446
110,200,1,456423.595,7321351.098,2549.909
110,200,2,456421.616,7321348.705,2561.376
110,200,3,456419.811,7321346.515,2571.827
110,200,4,456418.493,7321344.912,2579.456
110,200,5,456417.500,7321343.707,2585.199
110,200,6,456416.470,7321342.457,2591.167
110,200,7,456415.401,7321341.164,2597.360
110,200,8,456414.339,7321339.872,2603.500
110,200,9,456412.422,7321337.547,2614.599
110,200,10,456410.423,7321335.127,2626.181
110,200,11,456409.562,7321334.080,2631.167
110,200,12,456408.231,7321332.468,2638.874
110,200,13,456406.075,7321329.858,2651.367
110,200,14,456403.919,7321327.247,2663.861
110,200,15,456401.941,7321324.851,2675.317
110,200,16,456400.860,7321323.542,2681.576
110,200,17,456400.360,7321322.939,2684.479
110,200,18,456398.057,7321320.146,2697.810
110,200,19,456393.945,7321315.164,2721.621
110,200,20,456387.920,7321307.873,2756.527
110,200,21,456381.376,7321299.942,2794.429
100,210,0,456447.211,7321427.002,2538.878
100,210,1,456445.705,7321427.367,2548.217
100,210,2,456443.881,7321427.823,2559.528
100,210,3,456442.220,7321428.262,2569.813
100,210,4,456441.008,7321428.591,2577.315
100,210,5,456440.096,7321428.836,2582.963
100,210,6,456439.147,7321429.084,2588.841
100,210,7,456438.162,7321429.334,2594.948
100,210,8,456437.187,7321429.603,2600.981
100,210,9,456435.424,7321430.061,2611.899
100,210,10,456433.584,7321430.527,2623.304
100,210,11,456432.793,7321430.738,2628.204
100,210,12,456431.570,7321431.047,2635.784
100,210,13,456429.587,7321431.545,2648.078
100,210,14,456427.604,7321432.043,2660.371
100,210,15,456425.786,7321432.504,2671.641
100,210,16,456424.793,7321432.755,2677.798
100,210,17,456424.332,7321432.860,2680.658
100,210,18,456422.211,7321433.423,2693.795
100,210,19,456418.423,7321434.410,2717.264
100,210,20,456412.872,7321435.817,2751.675
100,210,21,456406.849,7321437.375,2788.996
120,200,0,456452.408,7321281.779,2549.808
120,200,1,456450.881,7321278.832,2559.622
120,200,2,456449.011,7321275.228,2571.631
120,200,3,456447.234,7321271.806,2583.040
120,200,4,456445.949,7321269.335,2591.283
120,200,5,456444.976,7321267.463,2597.528
120,200,6,456443.975,7321265.538,2603.949
120,200,7,456442.948,7321263.559,2610.546
120,200,8,456441.920,7321261.586,2617.131
120,200,9,456440.174,7321258.233,2628.321
120,200,10,456438.385,7321254.795,2639.790
120,200,11,456437.576,7321253.244,2644.969
120,200,12,456436.354,7321250.896,2652.805
120,200,13,456434.412,7321247.164,2665.253
120,200,14,456432.468,7321243.430,2677.711
120,200,15,456430.680,7321239.995,2689.173
120,200,16,456429.684,7321238.081,2695.558
120,200,17,456429.221,7321237.190,2698.528
120,200,18,456427.285,7321233.481,2710.917
120,200,19,456423.806,7321226.812,2733.194
120,200,20,456418.637,7321216.894,2766.304
120,200,21,456412.869,7321205.829,2803.250
130,200,0,456478.640,7321184.310,2552.707
130,200,1,456477.486,7321183.038,2562.417
130,200,2,456476.072,7321181.480,2574.315
130,200,3,456474.725,7321180.000,2585.643
130,200,4,456473.751,7321178.931,2593.832
130,200,5,456473.012,7321178.121,2600.036
130,200,6,456472.254,7321177.288,2606.413
130,200,7,456471.475,7321176.431,2612.962
130,200,8,456470.695,7321175.578,2619.510
130,200,9,456469.373,7321174.132,2630.610
130,200,10,456468.018,7321172.650,2641.980
130,200,11,456467.404,7321171.980,2647.129
130,200,12,456466.478,7321170.967,2654.904
130,200,13,456465.007,7321169.358,2667.249
130,200,14,456463.536,7321167.748,2679.604
130,200,15,456462.181,7321166.267,2690.975
130,200,16,456461.426,7321165.441,2697.312
130,200,17,456461.076,7321165.056,2700.255
130,200,18,456459.609,7321163.458,2712.555
130,200,19,456456.970,7321160.582,2734.673
130,200,20,456453.052,7321156.304,2767.537
130,200,21,456448.677,7321151.526,2804.245
140,200,0,456508.971,7321112.048,2553.668
140,200,1,456507.927,7321110.613,2563.330
140,200,2,456506.647,7321108.853,2575.182
