IL,XL,K,X,Y,Z
340,720,0,460602.901,7323298.717,2565.830
340,720,1,460605.876,7323294.094,2575.959
340,720,2,460609.201,7323288.933,2587.248
340,720,3,460611.838,7323284.844,2596.185
340,720,4,460613.391,7323282.433,2601.457
340,720,5,460614.367,7323280.917,2604.771
340,720,6,460615.430,7323279.268,2608.379
340,720,7,460616.579,7323277.484,2612.283
340,720,8,460617.418,7323276.180,2615.133
340,720,9,460618.064,7323275.165,2617.397
340,720,10,460618.658,7323274.225,2619.522
340,720,11,460619.315,7323273.202,2621.778
340,720,12,460621.486,7323269.836,2629.143
340,720,13,460624.940,7323264.480,2640.872
340,720,14,460628.396,7323259.122,2652.601
340,720,15,460631.294,7323254.629,2662.439
340,720,16,460632.913,7323252.118,2667.943
340,720,17,460633.764,7323250.799,2670.825
340,720,18,460634.164,7323250.180,2672.174
340,720,19,460634.164,7323250.180,2672.174
340,720,20,460634.164,7323250.180,2672.174
340,720,21,460636.769,7323246.102,2681.240
350,730,0,460712.099,7323391.514,2555.269
350,730,1,460716.193,7323386.086,2564.687
350,730,2,460720.996,7323379.723,2575.709
350,730,3,460724.805,7323374.678,2584.445
350,730,4,460726.969,7323371.810,2589.419
350,730,5,460728.321,7323370.017,2592.528
350,730,6,460729.783,7323368.078,2595.891
350,730,7,460731.355,7323365.993,2599.507
350,730,8,460732.461,7323364.524,2602.058
350,730,9,460733.136,7323363.623,2603.639
350,730,10,460733.680,7323362.893,2604.931
350,730,11,460734.520,7323361.777,2606.873
350,730,12,460737.833,7323357.393,2614.455
350,730,13,460743.162,7323350.342,2626.650
350,730,14,460748.503,7323343.275,2638.870
350,730,15,460753.003,7323337.322,2649.164
350,730,16,460755.511,7323334.004,2654.901
350,730,17,460756.789,7323332.311,2657.830
350,730,18,460757.386,7323331.522,2659.196
350,730,19,460757.386,7323331.522,2659.196
350,730,20,460757.386,7323331.522,2659.196
350,730,21,460760.904,7323326.858,2667.290
340,730,0,460662.066,7323373.159,2558.256
340,730,1,460665.186,7323368.620,2567.993
340,730,2,460668.772,7323363.409,2579.149
340,730,3,460671.618,7323359.276,2587.980
340,730,4,460673.262,7323356.888,2593.084
340,730,5,460674.293,7323355.392,2596.281
340,730,6,460675.410,7323353.769,2599.749
340,730,7,460676.614,7323352.020,2603.488
340,730,8,460677.481,7323350.763,2606.168
340,730,9,460678.074,7323349.891,2608.076
340,730,10,460678.585,7323349.133,2609.772
340,730,11,460679.254,7323348.157,2611.871
340,730,12,460681.692,7323344.621,2619.421
340,730,13,460685.592,7323338.958,2631.527
340,730,14,460689.501,7323333.285,2643.648
340,730,15,460692.786,7323328.516,2653.843
340,730,16,460694.619,7323325.855,2659.537
340,730,17,460695.567,7323324.480,2662.467
340,730,18,460696.012,7323323.837,2663.833
340,730,19,460696.012,7323323.837,2663.833
340,730,20,460696.012,7323323.837,2663.833
340,730,21,460698.707,7323319.891,2672.425
350,740,0,460764.062,7323407.312,2553.030
350,740,1,460768.709,7323401.580,2562.101
350,740,2,460774.270,7323394.725,2572.938
350,740,3,460778.682,7323389.290,2581.526
350,740,4,460781.154,7323386.243,2586.340
350,740,5,460782.694,7323384.346,2589.339
350,740,6,460784.355,7323382.299,2592.573
350,740,7,460786.136,7323380.104,2596.042
350,740,8,460787.368,7323378.587,2598.438
350,740,9,460788.035,7323377.758,2599.763
350,740,10,460788.532,7323377.136,2600.772
350,740,11,460789.453,7323375.999,2602.574
350,740,12,460793.343,7323371.207,2610.143
350,740,13,460799.627,7323363.464,2622.376
350,740,14,460805.929,7323355.702,2634.639
350,740,15,460811.252,7323349.143,2645.002
350,740,16,460814.220,7323345.487,2650.781
350,740,17,460815.718,7323343.643,2653.691
350,740,18,460816.415,7323342.785,2655.043
350,740,19,460816.415,7323342.785,2655.043
350,740,20,460816.415,7323342.785,2655.043
350,740,21,460820.469,7323337.777,2662.994
