IL,XL,K,X,Y,Z
360,790,0,461107.320,7323807.836,2549.781
360,790,1,461111.984,7323802.678,2557.117
360,790,2,461118.592,7323795.367,2567.489
360,790,3,461123.858,7323789.542,2575.746
360,790,4,461126.514,7323786.606,2579.909
360,790,5,461128.157,7323784.789,2582.485
360,790,6,461129.901,7323782.860,2585.220
360,790,7,461131.747,7323780.819,2588.114
360,790,8,461132.740,7323779.721,2589.673
360,790,9,461132.811,7323779.643,2589.786
360,790,10,461132.811,7323779.643,2589.786
360,790,11,461133.629,7323778.738,2591.067
360,790,12,461138.469,7323773.385,2598.648
360,790,13,461146.537,7323764.459,2611.288
360,790,14,461154.662,7323755.470,2624.017
360,790,15,461161.625,7323747.766,2634.927
360,790,16,461165.463,7323743.519,2640.940
360,790,17,461167.261,7323741.530,2643.753
360,790,18,461168.107,7323740.595,2645.074
360,790,19,461168.107,7323740.595,2645.074
360,790,20,461168.107,7323740.595,2645.074
360,790,21,461173.113,7323735.056,2652.904
350,800,0,461111.830,7323872.688,2548.820
350,800,1,461115.962,7323867.969,2556.317
350,800,2,461121.812,7323861.293,2566.877
350,800,3,461126.438,7323856.018,2575.199
350,800,4,461128.756,7323853.374,2579.374
350,800,5,461130.186,7323851.743,2581.948
350,800,6,461131.705,7323850.012,2584.678
350,800,7,461133.310,7323848.181,2587.566
350,800,8,461134.157,7323847.216,2589.087
350,800,9,461134.201,7323847.166,2589.165
350,800,10,461134.201,7323847.166,2589.165
350,800,11,461134.904,7323846.366,2590.421
350,800,12,461139.160,7323841.514,2598.063
350,800,13,461146.290,7323833.384,2610.873
350,800,14,461153.469,7323825.199,2623.761
350,800,15,461159.633,7323818.172,2634.826
350,800,16,461163.028,7323814.300,2640.923
350,800,17,461164.593,7323812.519,2643.716
350,800,18,461165.322,7323811.689,2645.011
350,800,19,461165.322,7323811.689,2645.011
350,800,20,461165.322,7323811.689,2645.011
350,800,21,461169.758,7323806.635,2652.955
350,810,0,461181.212,7323953.233,2547.167
350,810,1,461184.857,7323948.906,2554.461
350,810,2,461190.145,7323942.639,2564.980
350,810,3,461194.311,7323937.705,2573.248
350,810,4,461196.357,7323935.281,2577.314
350,810,5,461197.619,7323933.788,2579.818
350,810,6,461198.951,7323932.210,2582.462
350,810,7,461200.354,7323930.549,2585.246
350,810,8,461201.069,7323929.702,2586.665
350,810,9,461201.082,7323929.686,2586.692
350,810,10,461201.082,7323929.686,2586.692
350,810,11,461201.686,7323928.972,2587.885
350,810,12,461205.494,7323924.465,2595.430
350,810,13,461211.943,7323916.831,2608.210
350,810,14,461218.485,7323909.091,2621.151
350,810,15,461224.137,7323902.405,2632.327
350,810,16,461227.239,7323898.735,2638.465
