IL,XL,K,X,Y,Z
230,250,0,457077.347,7320733.662,2564.943
230,250,1,457078.561,7320731.375,2573.642
230,250,2,457080.019,7320728.628,2584.092
230,250,3,457081.503,7320725.832,2594.724
230,250,4,457082.534,7320723.890,2602.115
230,250,5,457083.337,7320722.375,2607.876
230,250,6,457084.159,7320720.826,2613.772
230,250,7,457085.000,7320719.242,2619.803
230,250,8,457085.899,7320717.547,2626.252
230,250,9,457087.400,7320714.715,2637.027
230,250,10,457088.922,7320711.847,2647.943
230,250,11,457089.675,7320710.428,2653.340
230,250,12,457090.769,7320708.367,2661.183
230,250,13,457092.448,7320705.203,2673.221
230,250,14,457094.128,7320702.039,2685.263
230,250,15,457095.675,7320699.123,2696.358
230,250,16,457096.567,7320697.443,2702.751
230,250,17,457097.000,7320696.627,2705.855
230,250,18,457098.345,7320694.080,2715.547
230,250,19,457100.853,7320689.334,2733.605
230,250,20,457104.831,7320681.821,2762.186
230,250,21,457109.498,7320673.016,2795.683
230,260,0,457136.060,7320802.872,2566.771
230,260,1,457137.451,7320800.496,2575.605
230,260,2,457139.136,7320797.617,2586.307
230,260,3,457140.847,7320794.694,2597.173
230,260,4,457142.023,7320792.684,2604.647
230,260,5,457142.936,7320791.123,2610.456
230,260,6,457143.862,7320789.542,2616.341
230,260,7,457144.799,7320787.941,2622.303
230,260,8,457145.810,7320786.216,2628.727
230,260,9,457147.525,7320783.284,2639.633
230,260,10,457149.262,7320780.315,2650.679
230,260,11,457150.114,7320778.859,2656.095
230,260,12,457151.360,7320776.733,2664.006
230,260,13,457153.273,7320773.465,2676.162
230,260,14,457155.188,7320770.194,2688.333
230,260,15,457156.951,7320767.182,2699.535
230,260,16,457157.964,7320765.452,2705.974
230,260,17,457158.460,7320764.606,2709.120
230,260,18,457159.986,7320761.987,2718.868
230,260,19,457162.843,7320757.088,2737.094
230,260,20,457167.384,7320749.316,2766.004
230,260,21,457172.701,7320740.223,2799.833
230,270,0,457197.933,7320871.715,2568.265
230,270,1,457199.524,7320869.176,2577.255
230,270,2,457201.494,7320866.025,2588.438
230,270,3,457203.486,7320862.840,2599.729
230,270,4,457204.821,7320860.712,2607.264
230,270,5,457205.852,7320859.070,2613.076
230,270,6,457206.863,7320857.464,2618.745
230,270,7,457207.854,7320855.895,2624.273
230,270,8,457208.950,7320854.158,2630.404
230,270,9,457210.890,7320851.064,2641.362
230,270,10,457212.853,7320847.933,2652.450
230,270,11,457213.797,7320846.432,2657.753
230,270,12,457215.194,7320844.208,2665.619
230,270,13,457217.346,7320840.782,2677.740
230,270,14,457219.508,7320837.337,2689.928
230,270,15,457221.493,7320834.175,2701.115
230,270,16,457222.625,7320832.374,2707.488
230,270,17,457223.186,7320831.480,2710.650
230,270,18,457224.890,7320828.753,2720.322
230,270,19,457228.113,7320823.599,2738.600
230,270,20,457233.263,7320815.375,2767.740
230,270,21,457239.271,7320805.792,2801.675
240,270,0,457244.267,7320873.435,2567.987
240,270,1,457246.160,7320870.683,2577.092
240,270,2,457248.606,7320867.125,2588.861
240,270,3,457251.069,7320863.543,2600.713
240,270,4,457252.653,7320861.241,2608.329
240,270,5,457253.866,7320859.478,2614.163
